"cacay","one","一","https://ilrdc.tw/tow/2022/audio/word/43/01_01.wav"
"tusa","two","二","https://ilrdc.tw/tow/2022/audio/word/43/01_02.wav"
"tulu","three","三","https://ilrdc.tw/tow/2022/audio/word/43/01_03.wav"
"sepat","four","四","https://ilrdc.tw/tow/2022/audio/word/43/01_04.wav"
"lima","five","五","https://ilrdc.tw/tow/2022/audio/word/43/01_05.wav"
"enem","six","六","https://ilrdc.tw/tow/2022/audio/word/43/01_06.wav"
"pitu","seven","七","https://ilrdc.tw/tow/2022/audio/word/43/01_07.wav"
"walu","eight","八","https://ilrdc.tw/tow/2022/audio/word/43/01_08.wav"
"siwa","nine","九","https://ilrdc.tw/tow/2022/audio/word/43/01_09.wav"
"cacay a bataan","ten","十","https://ilrdc.tw/tow/2022/audio/word/43/01_10.wav"
"sabaw cacay","eleven","十一","https://ilrdc.tw/tow/2022/audio/word/43/01_11.wav"
"sabaw tusa","twelve","十二","https://ilrdc.tw/tow/2022/audio/word/43/01_12.wav"
"sabaw tulu","thirteen","十三","https://ilrdc.tw/tow/2022/audio/word/43/01_13.wav"
"sabaw sepat","fourteen","十四","https://ilrdc.tw/tow/2022/audio/word/43/01_14.wav"
"sabaw lima","fifteen","十五","https://ilrdc.tw/tow/2022/audio/word/43/01_15.wav"
"sabaw enem","sixteen","十六","https://ilrdc.tw/tow/2022/audio/word/43/01_16.wav"
"sabaw pitu","seventeen","十七","https://ilrdc.tw/tow/2022/audio/word/43/01_17.wav"
"sabaw walu","eighteen","十八","https://ilrdc.tw/tow/2022/audio/word/43/01_18.wav"
"sabaw siwa","nineteen","十九","https://ilrdc.tw/tow/2022/audio/word/43/01_19.wav"
"tusa a bataan","twenty","二十  ","https://ilrdc.tw/tow/2022/audio/word/43/01_20.wav"
"tusa bataan izaw(idaw) ku cacay","twenty one","二十一","https://ilrdc.tw/tow/2022/audio/word/43/01_21.wav"
"tusa bataan izaw(idaw) ku tusa","twenty two","二十二","https://ilrdc.tw/tow/2022/audio/word/43/01_22.wav"
"tusa bataan izaw(idaw) ku tulu","twenty three","二十三","https://ilrdc.tw/tow/2022/audio/word/43/01_23.wav"
"tusa bataan izaw(idaw) ku sepat","twenty four","二十四","https://ilrdc.tw/tow/2022/audio/word/43/01_24.wav"
"tusa bataan izaw(idaw) ku lima","twenty five","二十五","https://ilrdc.tw/tow/2022/audio/word/43/01_25.wav"
"tulu a bataan","thirty","三十","https://ilrdc.tw/tow/2022/audio/word/43/01_26.wav"
"tulu bataan izaw(idaw) ku cacay","thirty one","三十一","https://ilrdc.tw/tow/2022/audio/word/43/01_27.wav"
"sepat a bataan","forty","四十","https://ilrdc.tw/tow/2022/audio/word/43/01_28.wav"
"lima a bataan","fifty","五十","https://ilrdc.tw/tow/2022/audio/word/43/01_29.wav"
"enem a bataan","sixty","六十","https://ilrdc.tw/tow/2022/audio/word/43/01_30.wav"
"pitu a bataan","seventy","七十","https://ilrdc.tw/tow/2022/audio/word/43/01_31.wav"
"walu a bataan","eighty","八十","https://ilrdc.tw/tow/2022/audio/word/43/01_32.wav"
"siwa a bataan","ninety","九十","https://ilrdc.tw/tow/2022/audio/word/43/01_33.wav"
"lasubu ","hundred","百","https://ilrdc.tw/tow/2022/audio/word/43/01_34.wav"
"cacay a lasubu","one hundred","一百","https://ilrdc.tw/tow/2022/audio/word/43/01_35.wav"
"tusa a lasubu","two hundred","兩百","https://ilrdc.tw/tow/2022/audio/word/43/01_36.wav"
"cacay a malebut","one thousand","一千","https://ilrdc.tw/tow/2022/audio/word/43/01_37.wav"
"adiding","some","一些","https://ilrdc.tw/tow/2022/audio/word/43/01_38.wav"
"nacacay","once","一次","https://ilrdc.tw/tow/2022/audio/word/43/01_39.wav"
"cacay a dipas","bunch","一串","https://ilrdc.tw/tow/2022/audio/word/43/01_40.wav"
"kasasizuma(kasasiduma)","kind","種類","https://ilrdc.tw/tow/2022/audio/word/43/01_41.wav"
"mahtatusa","pair","一雙","https://ilrdc.tw/tow/2022/audio/word/43/01_42.wav"
"hamin","entire","全部","https://ilrdc.tw/tow/2022/audio/word/43/01_43.wav"
"adidi’","a little bit","一點點","https://ilrdc.tw/tow/2022/audio/word/43/01_44.wav"
"pangkiw","half","一半","https://ilrdc.tw/tow/2022/audio/word/43/01_45.wav"
"kisu","you","你 ","https://ilrdc.tw/tow/2022/audio/word/43/02_01.wav"
"kaku","I","我","https://ilrdc.tw/tow/2022/audio/word/43/02_02.wav"
"ciniza(cinida)","he","他","https://ilrdc.tw/tow/2022/audio/word/43/02_03.wav"
"kamu","you guys","你們","https://ilrdc.tw/tow/2022/audio/word/43/02_04.wav"
"kami","us","我們","https://ilrdc.tw/tow/2022/audio/word/43/02_05.wav"
"kuheni","they","他們","https://ilrdc.tw/tow/2022/audio/word/43/02_06.wav"
"namuay","yours","你們的","https://ilrdc.tw/tow/2022/audio/word/43/02_07.wav"
"mitaay","our","我們的","https://ilrdc.tw/tow/2022/audio/word/43/02_08.wav"
"nuheniay","their","他們的","https://ilrdc.tw/tow/2022/audio/word/43/02_09.wav"
"misuay","your","你的","https://ilrdc.tw/tow/2022/audio/word/43/02_10.wav"
"makuay","mine","我的","https://ilrdc.tw/tow/2022/audio/word/43/02_11.wav"
"nizaay(nidaay)","his","他的","https://ilrdc.tw/tow/2022/audio/word/43/02_12.wav"
"kami","we (excluded)","我們(排除式)","https://ilrdc.tw/tow/2022/audio/word/43/02_13.wav"
"kita","let’s (inclusive)","咱們(包含式)","https://ilrdc.tw/tow/2022/audio/word/43/02_14.wav"
"mitaay","ours","咱們的","https://ilrdc.tw/tow/2022/audio/word/43/02_15.wav"
"kuyza(kuyda)","that","那個","https://ilrdc.tw/tow/2022/audio/word/43/02_16.wav"
"kuyni","this one","這個","https://ilrdc.tw/tow/2022/audio/word/43/02_17.wav"
"tini","here","這裡","https://ilrdc.tw/tow/2022/audio/word/43/02_18.wav"
"tiza(tida)","there","那裡","https://ilrdc.tw/tow/2022/audio/word/43/02_19.wav"
"mahini","(like) this","(像)這樣","https://ilrdc.tw/tow/2022/audio/word/43/02_20.wav"
"pina","how much","多少","https://ilrdc.tw/tow/2022/audio/word/43/03_01.wav"
"canan ","what","什麼","https://ilrdc.tw/tow/2022/audio/word/43/03_02.wav"
"mahica","how","如何","https://ilrdc.tw/tow/2022/audio/word/43/03_03.wav"
"a yaan","when (not happening)","何時(未發生)","https://ilrdc.tw/tow/2022/audio/word/43/03_04.wav"
"cima","who","誰","https://ilrdc.tw/tow/2022/audio/word/43/03_05.wav"
"cuwaay","which one","哪一個","https://ilrdc.tw/tow/2022/audio/word/43/03_06.wav"
"cuwa","where","哪裡","https://ilrdc.tw/tow/2022/audio/word/43/03_07.wav"
"nimaay","Whose is it?","是誰的","https://ilrdc.tw/tow/2022/audio/word/43/03_08.wav"
"mahica","what","怎麼","https://ilrdc.tw/tow/2022/audio/word/43/03_09.wav"
"pina","how much","多少(歲；物)","https://ilrdc.tw/tow/2022/audio/word/43/03_10.wav"
"hacica","how much (degree size)"," 多少(程度大小)","https://ilrdc.tw/tow/2022/audio/word/43/03_11.wav"
"i cuwa","where","什麼地方","https://ilrdc.tw/tow/2022/audio/word/43/03_12.wav"
"nayaan","when (has happened)","何時(已發生)","https://ilrdc.tw/tow/2022/audio/word/43/03_13.wav"
"kya ","why","為什麼","https://ilrdc.tw/tow/2022/audio/word/43/03_14.wav"
"ama","dad","爸爸","https://ilrdc.tw/tow/2022/audio/word/43/04_01.wav"
"ina","mom","媽媽","https://ilrdc.tw/tow/2022/audio/word/43/04_02.wav"
" pulsadak nu malekakaay","cousins","堂、表兄弟姐妹","https://ilrdc.tw/tow/2022/audio/word/43/04_03.wav"
"baki ","male elder (grandfather; father-in-law)","男性長輩(祖父；外公；岳父)","https://ilrdc.tw/tow/2022/audio/word/43/04_04.wav"
"bai ","female elder (grandmother; mother-in-law)","女性長輩(祖母；外婆；岳母)","https://ilrdc.tw/tow/2022/audio/word/43/04_05.wav"
"laluma’an","relative","親戚","https://ilrdc.tw/tow/2022/audio/word/43/04_06.wav"
"acawa","spouse","配偶","https://ilrdc.tw/tow/2022/audio/word/43/04_07.wav"
"kadabu","daughter’s husband","女婿","https://ilrdc.tw/tow/2022/audio/word/43/04_08.wav"
"ali","wife’s brother","舅子","https://ilrdc.tw/tow/2022/audio/word/43/04_09.wav"
"ali","sister-in-law","弟媳","https://ilrdc.tw/tow/2022/audio/word/43/04_10.wav"
"ali","older brother’s wife","嫂嫂","https://ilrdc.tw/tow/2022/audio/word/43/04_11.wav"
"kadabu","daughter-in-law","媳婦","https://ilrdc.tw/tow/2022/audio/word/43/04_12.wav"
"baki/bai","grandchild","孫子/孫女","https://ilrdc.tw/tow/2022/audio/word/43/04_13.wav"
"malaacawaay","husband and wife","夫妻","https://ilrdc.tw/tow/2022/audio/word/43/04_14.wav"
"acawa","husband","丈夫","https://ilrdc.tw/tow/2022/audio/word/43/04_15.wav"
"cinki","in-law","姻親","https://ilrdc.tw/tow/2022/audio/word/43/04_16.wav"
"calekakaan","sibling","兄弟姊妹","https://ilrdc.tw/tow/2022/audio/word/43/04_17.wav"
"kakama","brother","兄長","https://ilrdc.tw/tow/2022/audio/word/43/04_18.wav"
"kaka ","brother and sister","(哥哥；姊姊)通稱","https://ilrdc.tw/tow/2022/audio/word/43/04_19.wav"
"kakana","older sister","姊姊","https://ilrdc.tw/tow/2022/audio/word/43/04_20.wav"
"kakama","older brother","哥哥","https://ilrdc.tw/tow/2022/audio/word/43/04_21.wav"
"saba ","brother and sister","(弟弟；妹妹)通稱","https://ilrdc.tw/tow/2022/audio/word/43/04_22.wav"
"sabama","younger brother","弟弟","https://ilrdc.tw/tow/2022/audio/word/43/04_23.wav"
"sabana","younger sister","妹妹","https://ilrdc.tw/tow/2022/audio/word/43/04_24.wav"
"sinawama","uncle","(伯父；叔叔；舅舅)通稱","https://ilrdc.tw/tow/2022/audio/word/43/04_25.wav"
"sinawina","aunt","(伯母；嬸嬸；舅母)通稱  ","https://ilrdc.tw/tow/2022/audio/word/43/04_26.wav"
"ngangan","name","名字","https://ilrdc.tw/tow/2022/audio/word/43/05_01.wav"
"tatama a wawa","boy","男孩","https://ilrdc.tw/tow/2022/audio/word/43/05_02.wav"
"tatayna a wawa","girl","女孩","https://ilrdc.tw/tow/2022/audio/word/43/05_03.wav"
"cabay","friend","朋友","https://ilrdc.tw/tow/2022/audio/word/43/05_04.wav"
"wawa","child","孩童","https://ilrdc.tw/tow/2022/audio/word/43/05_05.wav"
"babalaki ","elderly people","老人家","https://ilrdc.tw/tow/2022/audio/word/43/05_06.wav"
"tatayna","female","女性","https://ilrdc.tw/tow/2022/audio/word/43/05_07.wav"
"tatama","male","男性","https://ilrdc.tw/tow/2022/audio/word/43/05_08.wav"
"tademaw ","people","人","https://ilrdc.tw/tow/2022/audio/word/43/05_09.wav"
"misaydan","doctor","醫師","https://ilrdc.tw/tow/2022/audio/word/43/05_10.wav"
"saydan","teacher","老師","https://ilrdc.tw/tow/2022/audio/word/43/05_11.wav"
"ada","enemy","敵人","https://ilrdc.tw/tow/2022/audio/word/43/05_12.wav"
"tapang","sir","長官","https://ilrdc.tw/tow/2022/audio/word/43/05_13.wav"
"lumuwa","hooliganism","流氓","https://ilrdc.tw/tow/2022/audio/word/43/05_14.wav"
"tayling","police","警察","https://ilrdc.tw/tow/2022/audio/word/43/05_15.wav"
"Tangabulan","ethnic group (Taiwan), "plain tribes","平埔族","https://ilrdc.tw/tow/2022/audio/word/43/05_16.wav"
"Ngayngay","Hakka people","客家人","https://ilrdc.tw/tow/2022/audio/word/43/05_17.wav"
"sasaydan","principal","校長","https://ilrdc.tw/tow/2022/audio/word/43/05_18.wav"
"Layak","Min Nan (Taiwanese)","閩南人","https://ilrdc.tw/tow/2022/audio/word/43/05_19.wav"
"masakapahay","young people","青年","https://ilrdc.tw/tow/2022/audio/word/43/05_20.wav"
"sinbu","(spiritual) father","神父","https://ilrdc.tw/tow/2022/audio/word/43/05_21.wav"
"siwni","sister","修女","https://ilrdc.tw/tow/2022/audio/word/43/05_22.wav"
"Hulam ","mainlander","外省人","https://ilrdc.tw/tow/2022/audio/word/43/05_23.wav"
"limecedan","miss","小姐","https://ilrdc.tw/tow/2022/audio/word/43/05_24.wav"
"micudaday","student","學生","https://ilrdc.tw/tow/2022/audio/word/43/05_25.wav"
"tangila","ear","耳朵","https://ilrdc.tw/tow/2022/audio/word/43/06_01.wav"
"padahaw","thigh","大腿","https://ilrdc.tw/tow/2022/audio/word/43/06_02.wav"
"mata","eye","眼睛","https://ilrdc.tw/tow/2022/audio/word/43/06_03.wav"
"bihid","face","臉","https://ilrdc.tw/tow/2022/audio/word/43/06_04.wav"
"laway","mouth","嘴巴","https://ilrdc.tw/tow/2022/audio/word/43/06_05.wav"
"tangah","head","頭","https://ilrdc.tw/tow/2022/audio/word/43/06_06.wav"
"kanus","fingernail","指甲","https://ilrdc.tw/tow/2022/audio/word/43/06_07.wav"
"lima","hand","手","https://ilrdc.tw/tow/2022/audio/word/43/06_08.wav"
"uzip(udip)","body","身體","https://ilrdc.tw/tow/2022/audio/word/43/06_09.wav"
"cihek","nose","鼻子","https://ilrdc.tw/tow/2022/audio/word/43/06_10.wav"
"kuku’","foot","腳","https://ilrdc.tw/tow/2022/audio/word/43/06_11.wav"
"ngipen","teeth","牙齒","https://ilrdc.tw/tow/2022/audio/word/43/06_12.wav"
"bukes","hair","頭髮","https://ilrdc.tw/tow/2022/audio/word/43/06_13.wav"
"izang(idang)","blood","血","https://ilrdc.tw/tow/2022/audio/word/43/06_14.wav"
"titi","meat","肉","https://ilrdc.tw/tow/2022/audio/word/43/06_15.wav"
"zais(dais)","forehead","額頭","https://ilrdc.tw/tow/2022/audio/word/43/06_16.wav"
"bili","belly","肚子","https://ilrdc.tw/tow/2022/audio/word/43/06_17.wav"
"cucu","breast","乳房","https://ilrdc.tw/tow/2022/audio/word/43/06_18.wav"
"tekel","calf","小腿肚","https://ilrdc.tw/tow/2022/audio/word/43/06_19.wav"
"abala","shoulder","肩膀","https://ilrdc.tw/tow/2022/audio/word/43/06_20.wav"
"ngazuy(ngaduy)","chin","下巴","https://ilrdc.tw/tow/2022/audio/word/43/06_21.wav"
"kulul","back","背部","https://ilrdc.tw/tow/2022/audio/word/43/06_22.wav"
"banges","skin","皮","https://ilrdc.tw/tow/2022/audio/word/43/06_23.wav"
"baluwang","thoracic cavity","胸腔","https://ilrdc.tw/tow/2022/audio/word/43/06_24.wav"
"butul","male genitalia","男性生殖器","https://ilrdc.tw/tow/2022/audio/word/43/06_25.wav"
"puki","female genitalia","女性生殖器","https://ilrdc.tw/tow/2022/audio/word/43/06_26.wav"
"bala’","lung","肺","https://ilrdc.tw/tow/2022/audio/word/43/06_27.wav"
"balucu’","heart","心臟","https://ilrdc.tw/tow/2022/audio/word/43/06_28.wav"
"ciku ","elbow","手肘","https://ilrdc.tw/tow/2022/audio/word/43/06_29.wav"
"ngangay ","saliva","口水","https://ilrdc.tw/tow/2022/audio/word/43/06_30.wav"
"tusuz(tusud)","knee","膝蓋","https://ilrdc.tw/tow/2022/audio/word/43/06_31.wav"
"duka","wound","傷口","https://ilrdc.tw/tow/2022/audio/word/43/06_32.wav"
"bituka","stomach","胃","https://ilrdc.tw/tow/2022/audio/word/43/06_33.wav"
"atay","liver","肝臟","https://ilrdc.tw/tow/2022/audio/word/43/06_34.wav"
"teluhu’ ","phlegm","痰","https://ilrdc.tw/tow/2022/audio/word/43/06_35.wav"
"biluu’","goiter","甲狀腺腫","https://ilrdc.tw/tow/2022/audio/word/43/06_36.wav"
"simal","grease","油脂","https://ilrdc.tw/tow/2022/audio/word/43/06_37.wav"
"baduwac","rib","肋骨","https://ilrdc.tw/tow/2022/audio/word/43/06_38.wav"
"besi","gallbladder","膽囊","https://ilrdc.tw/tow/2022/audio/word/43/06_39.wav"
"tatuzu’(tatudu’)","thumb","拇指","https://ilrdc.tw/tow/2022/audio/word/43/06_40.wav"
"takulaw","throat","喉嚨","https://ilrdc.tw/tow/2022/audio/word/43/06_41.wav"
"sema","tongue","舌頭","https://ilrdc.tw/tow/2022/audio/word/43/06_42.wav"
"tatelecan","waist","腰部","https://ilrdc.tw/tow/2022/audio/word/43/06_43.wav"
"taluzu’(taludu’)","finger","手指","https://ilrdc.tw/tow/2022/audio/word/43/06_44.wav"
"tanang","sweat","汗水","https://ilrdc.tw/tow/2022/audio/word/43/06_46.wav"
"liel","neck","脖子","https://ilrdc.tw/tow/2022/audio/word/43/06_47.wav"
"dinget","nasal mucus","鼻涕","https://ilrdc.tw/tow/2022/audio/word/43/06_48.wav"
"pukuh","joint","關節","https://ilrdc.tw/tow/2022/audio/word/43/06_49.wav"
"pakah","buttocks","臀部","https://ilrdc.tw/tow/2022/audio/word/43/06_50.wav"
"sazipa’(sadipa’)","the sole of the foot","腳掌","https://ilrdc.tw/tow/2022/audio/word/43/06_51.wav"
"ailuc","neck","頸子","https://ilrdc.tw/tow/2022/audio/word/43/06_52.wav"
"kakili’an","armpit","腋窩","https://ilrdc.tw/tow/2022/audio/word/43/06_53.wav"
"buwa’","kidney","腎臟","https://ilrdc.tw/tow/2022/audio/word/43/06_54.wav"
"bilbil","lip","嘴唇","https://ilrdc.tw/tow/2022/audio/word/43/06_55.wav"
"banuh","fur","毛","https://ilrdc.tw/tow/2022/audio/word/43/06_56.wav"
"kikul","tail","尾巴","https://ilrdc.tw/tow/2022/audio/word/43/07_01.wav"
"pabuy","pig","豬","https://ilrdc.tw/tow/2022/audio/word/43/07_02.wav"
"wacu","dog","狗","https://ilrdc.tw/tow/2022/audio/word/43/07_03.wav"
"sizi(sidi)","sheep","羊","https://ilrdc.tw/tow/2022/audio/word/43/07_04.wav"
"nani’","cat","貓","https://ilrdc.tw/tow/2022/audio/word/43/07_05.wav"
"ayam","bird","鳥","https://ilrdc.tw/tow/2022/audio/word/43/07_06.wav"
"buting","fish","魚","https://ilrdc.tw/tow/2022/audio/word/43/07_07.wav"
"tulakuk","chicken","雞","https://ilrdc.tw/tow/2022/audio/word/43/07_08.wav"
"ungay","monkey","猴子","https://ilrdc.tw/tow/2022/audio/word/43/07_09.wav"
"katalalan","cattle","牛","https://ilrdc.tw/tow/2022/audio/word/43/07_10.wav"
"edu","mice (collectively)","老鼠(統稱)","https://ilrdc.tw/tow/2022/audio/word/43/07_11.wav"
"balaut","frog","青蛙","https://ilrdc.tw/tow/2022/audio/word/43/07_12.wav"
"deku","owl","貓頭鷹","https://ilrdc.tw/tow/2022/audio/word/43/07_13.wav"
"alem","pangolin (manis pentadactylata)","穿山甲","https://ilrdc.tw/tow/2022/audio/word/43/07_14.wav"
"kiwmah","boar","山豬","https://ilrdc.tw/tow/2022/audio/word/43/07_15.wav"
"banul","feral pigeon","野鴿子","https://ilrdc.tw/tow/2022/audio/word/43/07_16.wav"
"cilekay","insect (collectively)","蟲(統稱)","https://ilrdc.tw/tow/2022/audio/word/43/07_17.wav"
" bilanga","turtle","烏龜","https://ilrdc.tw/tow/2022/audio/word/43/07_18.wav"
"bau","snake","蛇","https://ilrdc.tw/tow/2022/audio/word/43/07_19.wav"
"lawal","flying squirrel","飛鼠","https://ilrdc.tw/tow/2022/audio/word/43/07_20.wav"
"lukedaw","leopard","豹","https://ilrdc.tw/tow/2022/audio/word/43/07_21.wav"
"ngabul","sambar (cervus eldii)","水鹿","https://ilrdc.tw/tow/2022/audio/word/43/07_22.wav"
"tumay","bear","熊","https://ilrdc.tw/tow/2022/audio/word/43/07_23.wav"
"caket","muntiacus reevesi","山羌","https://ilrdc.tw/tow/2022/audio/word/43/07_24.wav"
"dadipis","cockroach","蟑螂","https://ilrdc.tw/tow/2022/audio/word/43/07_25.wav"
"beded","dragonfly","蜻蜓","https://ilrdc.tw/tow/2022/audio/word/43/07_26.wav"
"adipapang","butterfly","蝴蝶","https://ilrdc.tw/tow/2022/audio/word/43/07_27.wav"
"kakatu","spider","蜘蛛","https://ilrdc.tw/tow/2022/audio/word/43/07_28.wav"
"butul","male reproductive organs","雄性動物生殖器官","https://ilrdc.tw/tow/2022/audio/word/43/07_29.wav"
"kapulus","squirrel","松鼠","https://ilrdc.tw/tow/2022/audio/word/43/07_30.wav"
"kalabaw","vole","田鼠","https://ilrdc.tw/tow/2022/audio/word/43/07_31.wav"
"likes","mosquitoe","蚊子","https://ilrdc.tw/tow/2022/audio/word/43/07_32.wav"
"kutu","head louse","頭蝨","https://ilrdc.tw/tow/2022/audio/word/43/07_33.wav"
"lalangaw","fly","蒼蠅","https://ilrdc.tw/tow/2022/audio/word/43/07_34.wav"
"wadu","honeybee","蜜蜂","https://ilrdc.tw/tow/2022/audio/word/43/07_35.wav"
"tama ","male (animal)","雄性(動物)","https://ilrdc.tw/tow/2022/audio/word/43/07_36.wav"
"belek","suckling pig","乳豬","https://ilrdc.tw/tow/2022/audio/word/43/07_37.wav"
"taduk","duck","鴨","https://ilrdc.tw/tow/2022/audio/word/43/07_38.wav"
"atikak","earthworm","蚯蚓","https://ilrdc.tw/tow/2022/audio/word/43/07_39.wav"
"nu biliay","animal giblets","動物的內臟","https://ilrdc.tw/tow/2022/audio/word/43/07_40.wav"
"kaketi","wasp","土蜂","https://ilrdc.tw/tow/2022/audio/word/43/07_41.wav"
"kabus∕uzang(udang)","shrimp","蝦","https://ilrdc.tw/tow/2022/audio/word/43/07_42.wav"
"zo","elephant","大象","https://ilrdc.tw/tow/2022/audio/word/43/07_43.wav"
"subayu","horse","馬","https://ilrdc.tw/tow/2022/audio/word/43/07_44.wav"
"ulang ","female (animal)","雌性(動物)","https://ilrdc.tw/tow/2022/audio/word/43/07_45.wav"
"kalang","crab","螃蟹","https://ilrdc.tw/tow/2022/audio/word/43/07_46.wav"
"dadayday","cicada","蟬","https://ilrdc.tw/tow/2022/audio/word/43/07_47.wav"
"ludak","hundred-pace snake","百步蛇","https://ilrdc.tw/tow/2022/audio/word/43/07_48.wav"
"sapikpik","wing","翅膀","https://ilrdc.tw/tow/2022/audio/word/43/07_49.wav"
"padaduki","bat","蝙蝠","https://ilrdc.tw/tow/2022/audio/word/43/07_50.wav"
"kacumuli","snail","蝸牛","https://ilrdc.tw/tow/2022/audio/word/43/07_51.wav"
"ciluciluk","sparrow","麻雀","https://ilrdc.tw/tow/2022/audio/word/43/07_52.wav"
"balalangad","stag beetle","鍬形蟲","https://ilrdc.tw/tow/2022/audio/word/43/07_53.wav"
"palang","eagle","老鷹","https://ilrdc.tw/tow/2022/audio/word/43/07_54.wav"
"puduh","ant","螞蟻","https://ilrdc.tw/tow/2022/audio/word/43/07_55.wav"
"gaciw","goose","鵝","https://ilrdc.tw/tow/2022/audio/word/43/07_56.wav"
"timamenuk","waterbird","水鳥","https://ilrdc.tw/tow/2022/audio/word/43/07_57.wav"
"dibu","nest","窩巢","https://ilrdc.tw/tow/2022/audio/word/43/07_58.wav"
"tatekuh","hornet","虎頭蜂","https://ilrdc.tw/tow/2022/audio/word/43/07_59.wav"
"atimela","flea","跳蚤","https://ilrdc.tw/tow/2022/audio/word/43/07_60.wav"
"kakuhkuh","cobra","眼鏡蛇","https://ilrdc.tw/tow/2022/audio/word/43/07_61.wav"
"ak’ak","crow","烏鴉","https://ilrdc.tw/tow/2022/audio/word/43/07_62.wav"
"tutuy","puppy","幼犬","https://ilrdc.tw/tow/2022/audio/word/43/07_63.wav"
"ngawa’","horn","(動物的)角","https://ilrdc.tw/tow/2022/audio/word/43/07_64.wav"
"padakaw ","grasshopper","蚱蜢","https://ilrdc.tw/tow/2022/audio/word/43/07_65.wav"
"paza’(pada’)","banana","香蕉","https://ilrdc.tw/tow/2022/audio/word/43/08_01.wav"
"tipus","paddy","稻穀","https://ilrdc.tw/tow/2022/audio/word/43/08_02.wav"
"kilang","tree","樹","https://ilrdc.tw/tow/2022/audio/word/43/08_03.wav"
"tali","taro","芋頭","https://ilrdc.tw/tow/2022/audio/word/43/08_04.wav"
"tebus","sugar cane","甘蔗","https://ilrdc.tw/tow/2022/audio/word/43/08_05.wav"
"papah","leaf","葉子","https://ilrdc.tw/tow/2022/audio/word/43/08_06.wav"
"tubah","sweet potato","甘藷","https://ilrdc.tw/tow/2022/audio/word/43/08_07.wav"
"kama","tangerine","柑橘","https://ilrdc.tw/tow/2022/audio/word/43/08_08.wav"
"balu","flower","花朵","https://ilrdc.tw/tow/2022/audio/word/43/08_09.wav"
"tamulak","pumpkin","南瓜","https://ilrdc.tw/tow/2022/audio/word/43/08_10.wav"
"lutuk","weed","雜草","https://ilrdc.tw/tow/2022/audio/word/43/08_11.wav"
"kubkub","corn","玉米","https://ilrdc.tw/tow/2022/audio/word/43/08_12.wav"
"da’dac","betel nut","檳榔","https://ilrdc.tw/tow/2022/audio/word/43/08_13.wav"
"auk","bamboo","竹子","https://ilrdc.tw/tow/2022/audio/word/43/08_14.wav"
"ciid","branch","樹枝","https://ilrdc.tw/tow/2022/audio/word/43/08_15.wav"
"heci","fruit","(植物的)果實","https://ilrdc.tw/tow/2022/audio/word/43/08_16.wav"
"tebu’","bamboo shoot","竹筍","https://ilrdc.tw/tow/2022/audio/word/43/08_17.wav"
"budu’","edible mushroom","香菇","https://ilrdc.tw/tow/2022/audio/word/43/08_18.wav"
"padingad","pineapple","鳳梨","https://ilrdc.tw/tow/2022/audio/word/43/08_19.wav"
"lutuk","grass","草","https://ilrdc.tw/tow/2022/audio/word/43/08_20.wav"
"masay","rattan","藤類","https://ilrdc.tw/tow/2022/audio/word/43/08_21.wav"
"lupas","peach","桃子","https://ilrdc.tw/tow/2022/audio/word/43/08_22.wav"
"sunsuli","plum","李子","https://ilrdc.tw/tow/2022/audio/word/43/08_23.wav"
"heci","fruit","水果","https://ilrdc.tw/tow/2022/audio/word/43/08_24.wav"
"angangan","treetop","樹頭","https://ilrdc.tw/tow/2022/audio/word/43/08_25.wav"
